short reference,DOI,authors,title,journal,year
"STERN, 2014",https://doi.org/10.1111/iar.12088,"STERN, R J; REN, M; KELLEY, K A; OHARA, Y; MARTINEZ, F; BLOOMER, S H","BASALTIC VOLCANICLASTICS FROM THE CHALLENGER DEEP FOREARC SEGMENT, MARIANA CONVERGENT MARGIN: IMPLICATIONS FOR TECTONICS AND MAGMATISM OF THE SOUTHERNMOST IZU–BONIN–MARIANA ARC",ISLAND ARC,2014
"NICOLLE, 2016",https://doi.org/10.1016/j.epsl.2015.12.005,"NICOLLE, M; JOUSSELIN, D; REISBERG, L R; BOSCH, D; STEPHANT, A",MAJOR AND TRACE ELEMENT AND SR AND ND ISOTOPIC RESULTS FROM MANTLE DIAPIRS IN THE OMAN OPHIOLITE: IMPLICATIONS FOR OFF-AXIS MAGMATIC PROCESSES,EARTH PLANET SCI LETT,2016
"MICHAEL, 2015",https://doi.org/10.1016/j.lithos.2015.08.020,"MICHAEL, P J; GRAHAM, D W",THE BEHAVIOR AND CONCENTRATION OF CO2 IN THE SUBOCEANIC MANTLE: INFERENCES FROM UNGASSED OCEAN RIDGE AND OCEAN ISLAND BASALTS,LITHOS,2015
"BEIER, 2015",https://doi.org/10.1093/petrology/egu077,"BEIER, C; BACH, W; TURNER, S; NIEDERMEIER, D; WOODHEAD, J D; ERZINGER, J; KRUMM, S","ORIGIN OF SILICIC MAGMAS AT SPREADING CENTRES--AN EXAMPLE FROM THE SOUTH EAST RIFT, MANUS BASIN",J PETROL,2015
"PANTER, 2018",https://doi.org/10.1093/petrology/egy036,"PANTER, K S; CASTILLO, P R; KRANS, S; DEERING, C; MCINTOSH, W C; VALLEY, J W; KITAJIMA, K; KYLE, P R; HART, S R; BLUSZTAJN, J","MELT ORIGIN ACROSS A RIFTED CONTINENTAL MARGIN: A CASE FOR SUBDUCTION-RELATED METASOMATIC AGENTS IN THE LITHOSPHERIC SOURCE OF ALKALINE BASALT, NW ROSS SEA, ANTARCTICA",JOURNAL OF PETROLOGY,2018
"DAY, 2017",https://doi.org/10.1016/j.gca.2016.12.013,"DAY, J M D; WALKER, R J; WARREN, J M",186OS–187OS AND HIGHLY SIDEROPHILE ELEMENT ABUNDANCE SYSTEMATICS OF THE MANTLE REVEALED BY ABYSSAL PERIDOTITES AND OS-RICH ALLOYS,GEOCHIM COSMOCHIM ACTA,2017
"TADESSE, 2019",https://doi.org/10.1016/j.jafrearsci.2018.08.003,"TADESSE, A; AYALEW, D; PIK, R; YIRGU, G; FONTIJN, K","MAGMATIC EVOLUTION OF THE BOKU VOLCANIC COMPLEX, MAIN ETHIOPIAN RIFT",JOURNAL OF AFRICAN EARTH SCIENCES,2019
"JONES, 2019",https://doi.org/10.1016/j.epsl.2019.01.019,"JONES, M; WANLESS, V D; SOULE, S A; KURZ, M D; MITTLESTAEDT, E; FORNARI, D J; CURTICE, J; KLEIN, F; LE ROUX, V; BRODSKY, H; PERON, S; SCHWARTZ, D",NEW CONSTRAINTS ON MANTLE CARBON FROM MID-ATLANTIC RIDGE POPPING ROCKS,EARTH AND PLANETARY SCIENCE LETTERS,2019
"SEPIDBAR, 2018",https://doi.org/10.1016/j.gr.2018.01.008,"SEPIDBAR, F; MIRNEJAD, H; MA, C-Q; MOGHADAM, H",IDENTIFICATION OF EOCENE-OLIGOCENE MAGMATIC PULSES ASSOCIATED WITH FLARE-UP IN EAST IRAN: TIMING AND SOURCES,GONDWANA RESEARCH,2018
"MARCHESI, 2016",https://doi.org/10.1016/j.lithos.2016.02.009,"MARCHESI, C; GARRIDO, C J; PROENZA, J; HIDAS, K; VARAS-REUS, M; BUTJOSA, L; LEWIS, J",GEOCHEMICAL RECORD OF SUBDUCTION INITIATION IN THE SUB-ARC MANTLE: INSIGHTS FROM THE LOMA CARIBE PERIDOTITE (DOMINICAN REPUBLIC),LITHOS,2016
"LI, 2015",https://doi.org/10.1007/s12583-015-0544-9,"LI, Q; XIA, B; LI, J; XIA, L; HUANG, Q; XIA, Z","MINERAL CHEMISTRY AND GEOCHEMISTRY OF PERIDOTITES FROM THE ZEDANG AND LUOBUSA OPHIOLITES, TIBET: IMPLICATIONS FOR THE EVOLUTION OF THE NEO-TETHYS",J EARTH SCI,2015
"LI, 2015",https://doi.org/10.1016/j.lithos.2015.01.003,"LI, C; ZHANG, Z; LI, W; WANG, Y; SUN, T; RIPLEY, E","GEOCHRONOLOGY, PETROLOGY AND HF-S ISOTOPE GEOCHEMISTRY OF THE NEWLY-DISCOVERED XIARIHAMU MAGMATIC NI-CU SULFIDE DEPOSIT IN THE QINGHAI-TIBET PLATEAU, WESTERN CHINA",LITHOS,2015
"LI, 2015",https://doi.org/10.1016/j.lithos.2015.06.001,"LI, P-P; ZHOU, M-F; YAN, D-P; ZHAO, G-C; SU, S-G; WANG, X-L","THE SHANGZHUANG FE-TI OXIDE-BEARING LAYERED MAFIC INTRUSION, NORTHEAST OF BEIJING (NORTH CHINA): IMPLICATIONS FOR THE MANTLE SOURCE OF THE GIANT LATE MESOZOIC MAGMATIC EVENT IN THE NORTH CHINA CRATON",LITHOS,2015
"LI, 2015",https://doi.org/10.14379/iodp.proc.349.106.2015,"LI, C; LIN, J; KULHANEK, D; WILLIAMS, T; BAO, R; BRIAIS, A; BROWN, E A; CHEN, Y; CLIFT, P; COLWELL, F S; DADD, K A; DING, W; HERNANDEZ-ALMEIDA, I; HUANG, X-L; HYUN, S; JIANG, T; KOPPERS, A; LI, Q; LIU, C; KUTTEROLF, S; NAGAI, H; PELEO-ALAMPAY, A; SU, X; SU, Z; SUN, Z; TEJADA, M L G; TRINH, H; YEH, Y-C; ZHANG, C; ZHANG, F; ZHANG, G-L; ZHAO, X-M",SITE U1434,PROCEEDINGS OF THE INTERNATIONAL OCEAN DISCOVERY PROGRAM,2015
"LI, 2015",https://doi.org/10.14379/iodp.proc.349.105.2015,"LI, C; LIN, J; KULHANEK, D; WILLIAMS, T; BAO, R; BRIAIS, A; BROWN, E A; CHEN, Y; CLIFT, P; COLWELL, F S; DADD, K A; DING, W; HERNANDEZ-ALMEIDA, I; HUANG, X-L; HYUN, S; JIANG, T; KOPPERS, A; LI, Q; LIU, C; LIU, Q; LIU, Z; NAGAI, H; PELEO-ALAMPAY, A; SUN, Z; SU, Z; TEJADA, M L G; TRINH, H; YEH, Y-C; ZHANG, C; ZHANG, F; ZHANG, G-L; ZHAO, X-M",SITE U1433,PROCEEDINGS OF THE INTERNATIONAL OCEAN DISCOVERY PROGRAM,2015
"LI, 2015",https://doi.org/10.14379/iodp.proc.349.103.2015,"LI, C; LIN, J; KULHANEK, D; WILLIAMS, T; BAO, R; BRIAIS, A; BROWN, E A; CHEN, Y; CLIFT, P; COLWELL, F S; DADD, K A; DING, W; HERNANDEZ-ALMEIDA, I; HUANG, X-L; HYUN, S; JIANG, T; KOPPERS, A; LI, Q; LIU, C; LIU, Q; LIU, Z; NAGAI, H; PELEO-ALAMPAY, A; SU, X; SUN, Z; TEJADA, M L G; TRINH, H; YEH, Y-C; ZHANG, C; ZHANG, F; ZHANG, G-L; ZHAO, X-M",SITE U1431,PROCEEDINGS OF THE INTERNATIONAL OCEAN DISCOVERY PROGRAM,2015
"SHIMIZU, 2019",https://doi.org/10.1016/j.chemgeo.2019.06.014,"SHIMIZU, K; ITO, M; CHANG, Q; MIYAZAKI, T; UEKI, K; TOYAMA, C; SENDA, R; VAGLAROV, B; ISHIKAWA, T; KIMURA, J-I",IDENTIFYING VOLATILE MANTLE TREND WITH THE WATER–FLUORINE–CERIUM SYSTEMATICS OF BASALTIC GLASS,CHEMICAL GEOLOGY,2019
"SHIMIZU, 2019",https://doi.org/10.1016/j.gca.2019.06.013,"SHIMIZU, K; SAAL, A E; HAURI, E H; PERFIT, M R; HEKINIAN, R",EVALUATING THE ROLES OF MELT-ROCK INTERACTION AND PARTIAL DEGASSING ON THE CO2\/BA RATIOS OF MORB: IMPLICATIONS FOR THE CO2 BUDGET IN THE EARTH’S DEPLETED UPPER MANTLE,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"OZDEMIR, 2011",https://doi.org/10.1007/s00410-011-0613-8,"OZDEMIR, Y; BLUNDY, J D; GULEC, N","THE IMPORTANCE OF FRACTIONAL CRYSTALLIZATION AND MAGMA MIXING IN CONTROLLING CHEMICAL DIFFERENTIATION AT SÜPHAN STRATOVOLCANO, EASTERN ANATOLIA, TURKEY",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2011
"BOSKABADI, 2020",https://doi.org/10.1016/j.lithos.2019.105307,"BOSKABADI, A; PITCAIRN, I; LEYBOURNE, M I; TEAGLE, D A H; COOPER, M; HADIZADEH, H; BEZENJANI, R; BAGHZERZADEH, R",CARBONATION OF OPHIOLITIC ULTRAMAFIC ROCKS: LISTVENITE FORMATION IN THE LATE CRETACEOUS OPHIOLITES OF EASTERN IRAN,LITHOS,2020
"SHEN, 2018",https://doi.org/10.1016/j.epsl.2018.09.011,"SHEN, J; LI, S-G; WANG, S-J; TENG, F-Z; LI, Q-L; LIU, Y-S",SUBDUCTED MG-RICH CARBONATES INTO THE DEEP MANTLE WEDGE,EARTH AND PLANETARY SCIENCE LETTERS,2018
"NING, 2020",https://doi.org/10.1016/j.precamres.2020.105868,"NING, W-B; KUSKY, T; WANG, JUNPENG; WANG, LU; DENG, H; POLAT, A; HUANG, BO; PENG, H-T; FENG, P","FROM SUBDUCTION INITIATION TO ARC–POLARITY REVERSAL: LIFE CYCLE OF AN ARCHEAN SUBDUCTION ZONE FROM THE ZUNHUA OPHIOLITIC MÉLANGE, NORTH CHINA CRATON",PRECAMBRIAN RESEARCH,2020
"WATERS, 2013",https://doi.org/10.1002/ggge.20134,"WATERS, C; SIMS, K W W; SOULE, S A; BLICHERT-TOFT, J; DUNBAR, N; PLANK, T; PRYTULAK, J; SOHN, R A; TIVEY, M A",RECENT VOLCANIC ACCRETION AT 9N-10N EAST PACIFIC RISE AS RESOLVED BY COMBINED GEOCHEMICAL AND GEOLOGICAL OBSERVATIONS,GEOCHEM GEOPHYS GEOSYST,2013
"SECCHIARI, 2022",https://doi.org/10.1007/s00410-022-01912-x,"SECCHIARI, A; MONTANINI, A; CLUZEL, D",HYDROUS MAFIC–ULTRAMAFIC INTRUSIVES AT THE ROOTS OF A PROTO-ARC: IMPLICATIONS FOR CRUST BUILDING AND MANTLE SOURCE HETEROGENEITY IN YOUNG FOREARC REGIONS,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2022
"HALL, 2006",https://doi.org/10.1029/2005gc000994,"HALL, L S; MAHONEY, J J; SINTON, J M; DUNCAN, R A","SPATIAL AND TEMPORAL DISTIBUTION OF A C-LIKE ASTHENOSPHERIC COMPONENT IN THE RANO RAHI SEAMOUNT FIELD, EAST PACIFIC RISE, 15-19S",GEOCHEM GEOPHYS GEOSYST,2006
"HAASE, 2003",https://doi.org/10.1007/s00410-002-0408-z,"HAASE, K M; DEVEY, C W; WIENEKE, M","MAGMATIC PROCESSES AND MANTLE HETEROGENEITY BENEATH THE SLOW-SPREADING NORTHERN KOLBEINSEY RIDGE SEGMENT, NORTH ATLANTIC",CONTRIB MINERAL PETROL,2003
"SCHWINDROFSKA, 2016",https://doi.org/10.1016/j.epsl.2016.02.041,"SCHWINDROFSKA, A; HOERNLE, K; HAUFF, F; VAN DEN BOGAARD, P; WERNER, R; GARBE-SCHÖNBERG, D",ORIGIN OF ENRICHED COMPONENTS IN THE SOUTH ATLANTIC: EVIDENCE FROM 40 MA GEOCHEMICAL ZONATION OF THE DISCOVERY SEAMOUNTS,EARTH PLANET SCI LETT,2016
"ZHOU, 2020",https://doi.org/10.1016/j.epsl.2020.116123,"ZHOU, H; HOERNLE, K; GELDMACHER, J; HAUFF, F; HOMRIGHAUSEN, S; GARBE-SCHÖNBERG, D; JUNG, S",GEOCHEMISTRY OF ETENDEKA MAGMATISM: SPATIAL HETEROGENEITY IN THE TRISTAN-GOUGH PLUME HEAD,EARTH AND PLANETARY SCIENCE LETTERS,2020
"KAWABATA, 2011",https://doi.org/10.1093/petrology/egr003,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y",THE PETROLOGY AND GEOCHEMISTRY OF ST. HELENA ALKALI BASALTS: EVALUATION OF THE OCEANIC CRUST-RECYCLING MODEL FOR HIMU OIB,J PETROL,2011
"ZHENG, 2009",https://doi.org/10.1016/j.chemgeo.2009.03.011,"ZHENG, J P; GRIFFIN, W L; QI, L; OREILLY, S Y; SUN, M; ZHENG, S; PEARSON, N J; WERNER, C D; YU, C M; SU, Y P; TANG, H Y; LIU, Q; WU, X L",AGE AND COMPOSITION OF GRANULITE AND PYROXENITE XENOLITHS IN HANNUOBA BSALTS REFLECT PALEOGENE UNDERPLATING BENEATH THE NORTH CHINA CRATON,CHEMICAL GEOLOGY,2009
"HILUF, 2021",https://doi.org/10.1016/j.jafrearsci.2020.104057,"HILUF, H; ASRAT, A","PETROGENESIS OF BASALTIC AND ASSOCIATED RHYOLITIC ROCKS OF THE ALAJE FORMATION FROM THE AIBA AREA IN TIGRAY, NORTHERN ETHIOPIA",JOURNAL OF AFRICAN EARTH SCIENCES,2021
"NISHIO, 2007",https://doi.org/10.1016/j.gca.2006.10.004,"NISHIO, Y; NAKAI, S I; ISHII, T; SANO, Y","ISOTOPE SYSTEMATICS OF Li, Sr, Nd, AND VOLATILES IN INDIAN OCEAN MORBs OF THE RODRIGUES TRIPLE JUNCTION:  CONSTRAINTS ON THE ORIGIN OF THE DUPAL ANOMALY",GEOCHIM COSMOCHIM ACTA,2007
"YOGODZINSKI, 2015",https://doi.org/10.1093/petrology/egv006,"YOGODZINSKI, G; BROWN, S T; KELEMEN, P; VERVOORT, J; PORTNYAGIN, M; SIMS, K W W; HOERNLE, K; JICHA, B; WERNER, R",THE ROLE OF SUBDUCTED BASALT IN THE SOURCE OF ISLAND ARC MAGMAS: EVIDENCE FROM SEAFLOOR LAVAS OF THE WESTERN ALEUTIANS,J PETROL,2015
"PAN, 2003",https://doi.org/10.1029/2002gc000309,"PAN, Y; BATIZA, R","MAGMATIC PROCESSES UNDER MID-OCEAN RIDGES: A DETAILED, MINERALOGIC STUDY OF LAVAS FROM EAST PACIFIC RISE 9 DEG 30 MIN N, 10 DEG 30 MIN N, AND 11 DEG 20 MIN N",GEOCHEM GEOPHYS GEOSYST,2003
"NIU, 2001",https://doi.org/10.1016/S0012-821X(01)00255-2,"NIU, Y; BIDEAU, R D; HEKINIAN, R; BATIZA, R","MANTLE COMPOSITIONAL CONTROL ON THE EXTENT OF MANTLE MELTING, CRUST PRODUCTION, GRAVITY ANOMALY, RIDGE MORPHOLOGY, AND RIDGE SEGMENTATION: A CASE STUDY AT THE MID-ATLANTIC RIDGE 3-35 DEG N",EARTH PLANET SCI LETT,2001
"CHADWICK, 2005",https://doi.org/10.1029/2003jb002767,"CHADWICK, J; PERFIT, M R; RIDLEY, W I; JONASSON, I R; KAMENOV, G D; CHADWICK, W; EMBLEY, R W; LE ROUX, P J; SMITH, M",MAGMATIC EFFECTS OF THE COBB HOT SPOT ON THE JUAN DE FUCA RIDGE,J GEOPHYS RES,2005
"NAURET, 2011",https://doi.org/10.1093/petrology/egr024,"NAURET, F; SNOW, J E; HELLEBRAND, E; WEIS, D",GEOCHEMICAL COMPOSITION OF K-RICH LAVAS FROM THE LENA TROUGH (ARCTIC OCEAN),J PETROL,2011
"NEAL, 2002",https://doi.org/10.1093/petrology/43.7.1177,"NEAL, C; MAHONEY, J J; CHAZEY III, W",MANTLE SOURCES AND THE HIGHLY VARIABLE ROLE OF CONTINENTAL LITHOSPHERE IN BASALT PETROGENESIS OF THE KERGUELEN PLATEAU AND BROKEN RIDGE LIP: RESULTS FROM ODP LEG 183,J PETROL,2002
"HUTCHISON, 2018",https://doi.org/10.1016/j.epsl.2018.02.027,"HUTCHISON, W; MATHER, T; PYLE, D; BOYCE, A; GLEESON, M; YIRGU, G; BLUNDY, J D; FERGUSON, D J; VYE-BROWN, C; MILLAR, I L; SIMS, K W W",THE EVOLUTION OF MAGMA DURING CONTINENTAL RIFTING: NEW CONSTRAINTS FROM THE ISOTOPIC AND TRACE ELEMENT SIGNATURES OF SILICIC MAGMAS FROM ETHIOPIAN VOLCANOES,EARTH AND PLANETARY SCIENCE LETTERS,2018
"ACKERMAN, 2014",https://doi.org/10.1007/s00531-014-1054-1,"ACKERMAN, L; MEDARIS, G; SPACEK, P; ULRYCH, J","GEOCHEMICAL AND PETROLOGICAL CONSTRAINTS ON MANTLE COMPOSITION OF THE OHRE (EGER) RIFT, BOHEMIAN MASSIF: PERIDOTITE XENOLITHS FROM THE CESKE STREDOHORI VOLCANIC COMPLEX AND NORTHERN BOHEMIA",INT J EARTH SCI (GEOL RUNDSCH),2014
"JANNEY, 2000",https://doi.org/10.1016/S0012-821X(00)00181-3,"JANNEY, P E; MACDOUGALL, J D; NATLAND, J H; LYNCH, M A",GEOCHEMICAL EVIDENCE FROM THE PUKAPUKA VOLCANIC RIDGE SYSTEM FOR A SHALLOW ENRICHED MANTLE DOMAIN BENEATH THE SOUTH PACIFIC SUPERSWELL,EARTH PLANET SCI LETT,2000
"HAO, 2021",https://doi.org/10.1016/j.epsl.2020.116603,"HAO, H; CAMPBELL, I; ARCULUS, R J; PERFIT, M R",USING PRECIOUS METAL PROBES TO QUANTIFY MID-OCEAN RIDGE MAGMATIC PROCESSES,EARTH AND PLANETARY SCIENCE LETTERS,2021
"NICHOLLS, 1971",https://doi.org/10.1098/rsta.1971.0007,"NICHOLLS, G A; ISLAM, M R",GEOCHEMICAL INVESTIGATIONS OF BASALTS AND ASSOCIATED ROCKS FROM THE OCEAN FLOOR AND THEIR IMPLICATIONS,PHIL TRANS R SOC LOND,1971
"ZHENG, 2015",https://doi.org/10.1016/j.epsl.2014.10.042,"ZHENG, J P; LEE, C-T; LU, J; ZHAO, J; WU, Y B; XIA, B; LI, X Y; ZHANG, J; LIU, Y",REFERTILIZATION-DRIVEN DESTABILIZATION OF SUBCONTINENTAL MANTLE AND THE IMPORTANCE OF INITIAL LITHOSPHERIC THICKNESS FOR THE FATE OF CONTINENTS,EARTH PLANET SCI LETT,2015
"CHEN, 2015",https://doi.org/10.1080/00206814.2015.1029014,"CHEN, L; CHU, F-Y; ZHU, J-H; DONG, Y-H; YU, X; LI, Z-G; TANG, L-M",MAJOR AND TRACE ELEMENTS OF ABYSSAL PERIDOTITES: EVIDENCE FOR MELT REFERTILIZATION BENEATH THE ULTRASLOW-SPREADING SOUTHWEST INDIAN RIDGE (53° E SEGMENT),INT GEOL REV,2015
"TURNER, 2011",https://doi.org/10.1029/2010gc003403,"TURNER, S; BEIER, C; NIU, Y; COOK, C","U-Th-Ra DISEQUILIBRIA AND THE EXTENT OF OFF-AXIS VOLCANISM ACROSS THE EAST PACIFIC RISE AT 90 30N, 10 30N, AND 11 20N",GEOCHEM GEOPHYS GEOSYST,2011
"DAY, 2016",https://doi.org/10.1016/j.chemgeo.2016.07.002,"DAY, J M D",EVIDENCE AGAINST AN ANCIENT NON-CHONDRITIC MANTLE SOURCE FOR NORTH ATLANTIC IGNEOUS PROVINCE LAVAS,CHEMICAL GEOLOGY,2016
"HOANG, 2018",https://doi.org/10.1016/j.lithos.2017.11.020,"HOANG, T; CHOI, S-H; YU, Y; PHAM, T; NGYUEN, K; RYU, J-S","GEOCHEMICAL CONSTRAINTS ON THE SPATIAL DISTRIBUTION OF RECYCLED OCEANIC CRUST IN THE MANTLE SOURCE OF LATE CENOZOIC BASALTS, VIETNAM",LITHOS,2018
"TOGTOKH, 2018",https://doi.org/10.1002/gj.3331,"TOGTOKH, K; MIAO, L; ZHANG, F; MUNKHSTENGEL, B; CHIMEDTSEREN, A; AMARJARGAL, B","MAJOR, TRACE ELEMENT, AND SR-ND ISOTOPIC GEOCHEMISTRY OF CENOZOIC BASALTS IN CENTRAL-NORTH AND EAST MONGOLIA: PETROGENESIS AND TECTONIC IMPLICATION",GEOLOGICAL JOURNAL,2018
"TAMURA, 2011",https://doi.org/10.1093/petrology/egr022,"TAMURA, Y; ISHIZUKA, O; STERN, R J; SHUKUNO, H; KAWABATA, H; EMBLEY, R W; HIRAHARA, Y; CHANG, Q; KIMURA, M; TATSUMI, Y; NUNOKAWA, A; BLOOMER, S H","TWO PRIMARY BASALT MAGMA TYPES FROM NORTHWEST ROTA-A VOLCANO, MARIANA ARC AND ITS MANTLE DIAPIR OR MANTLE WEDGE PLUME",J PETROL,2011
"NIKOGOSIAN, 2018",https://doi.org/10.1029/2018tc005219,"NIKOGOSIAN, I K; BRACCO GARTNER, A; VAN BERGEN, M; MASON, P R D; VAN HINSBERGEN, D",MANTLE SOURCES OF RECENT ANATOLIAN INTRAPLATE MAGMATISM: A REGIONAL PLUME OR LOCAL GEODYNAMIC ORIGIN?,TECTONICS,2018
"BHAT, 2017",https://doi.org/10.1086/692653,"BHAT, I; AHMAD, T; RAO, D","GEOCHEMICAL CHARACTERIZATION OF SERPENTINIZED PERIDOTITES FROM THE SHERGOL OPHIOLITIC SLICE ALONG THE INDUS SUTURE ZONE (ISZ), LADAKH HIMALAYA, INDIA",THE JOURNAL OF GEOLOGY,2017
"NIELSEN, 2014",https://doi.org/10.1002/2014gc005536,"NIELSEN, S; SHIMIZU, N; LEE, C-T; BEHN, M",CHALCOPHILE BEHAVIOR OF THALLIUM DURING MORB MELTING AND IMPLICATIONS FOR THE SULFUR CONTENT OF THE MANTLE,GEOCHEM GEOPHYS GEOSYST,2014
"FREY, 1968",https://doi.org/10.1029/JB073i018p06085,"FREY, F A; HASKIN, M A; POETZ, J A; HASKIN, L A",RARE EARTH ABUNDANCES IN SOME BASIC ROCKS,J GEOPHYS RES,1968
"VAN DER ZWAN, 2017",https://doi.org/10.1007/s00410-017-1418-1,"VAN DER ZWAN, F M; DEVEY, C W; HANSTEEN, T H; ALMEEV, R; AUGUSTIN, N; FRISCHE, M; HAASE, K M; BASAHAM, A; SNOW, J E",LOWER CRUSTAL HYDROTHERMAL CIRCULATION AT SLOW-SPREADING RIDGES: EVIDENCE FROM CHLORINE IN ARCTIC AND SOUTH ATLANTIC BASALT GLASSES AND MELT INCLUSIONS,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2017
"SINTON, 2014",https://doi.org/10.1002/9781118852538.ch16,"SINTON, C W; HARPP, K S; CHRISTIE, D M","A PRELIMINARY SURVEY OF THE NORTHEAST SEAMOUNTS, GALÁPAGOS PLATFORM",A NATURAL LABORATORY FOR THE EARTH SCIENCES,2014
"SINTON, 2014",https://doi.org/10.1130/b30936.1,"SINTON, J M; EASON, D; TARDONA, M; PYLE, D G; VAN DER ZANDER, I; GUILLOU, H; CLAGUE, D A; MAHONEY, J J","KA'ENA VOLCANO--A PRECURSOR VOLCANO OF THE ISLAND OF O'AHU, HAWAI'I",GEOLOGICAL SOCIETY OF AMERICA BULLETIN,2014
"DE BARI, 1999",https://doi.org/10.1016/S0012-821X(99)00252-6,"DE BARI, S M; TAYLOR, B; SPENCER, K; FUJIOKA, K",A TRAPPED PHILIPPINE SEA PLATE ORIGIN FOR MORB FROM THE INNER SLOPE OF THE IZU-BONIN TRENCH,EARTH PLANET SCI LETT,1999
"CHURIKOVA, 2001",https://doi.org/10.1093/petrology/42.8.1567,"CHURIKOVA, T; DORENDORF, F; WOERNER, G","SOURCES AND FLUIDS IN THE MANTLE WEDGE BELOW KAMCHATKA, EVIDENCE FROM ACROSS-ARC GEOCHEMICAL VARIATION",JOURNAL OF PETROLOGY,2001
"VANDERKLUYSEN, 2014",https://doi.org/10.1002/2014GC005288,"VANDERKLUYSEN, L; MAHONEY, J J; KOPPERS, A; BEIER, C; REGELOUS, M; GEE, J; LONSDALE, P F",LOUISVILLE SEAMOUNT CHAIN: PETROGENETIC PROCESSES AND GEOCHEMICAL EVOLUTION OF THE MANTLE SOURCE,GEOCHEM GEOPHYS GEOSYST,2014
"RAMPONE, 2004",https://doi.org/10.1016/s0012-821x(03)00679-4,"RAMPONE, E; ROMAIRONE, A; HOFMANN, A W",CONTRASTING BULK AND MINERAL CHEMISTRY IN DEPLETED MANTLE PERIDOTITES: EVIDENCE FOR REACTIVE POROUS FLOW,EARTH PLANET SCI LETT,2004
"JALOWITZKI, 2017",https://doi.org/10.1016/j.lithos.2017.09.008,"JALOWITZKI, T; GERVASONI, F; CONCEICAO, R V; ORIHASHI, Y; BERTOTTO, G W; SUMINO, H; SCHILLING, M; NAGAO, K; MORATA, D; SYLVESTER, P",SLAB-DERIVED COMPONENTS IN THE SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH CHILEAN PATAGONIA: GEOCHEMISTRY AND SR–ND–PB ISOTOPES OF MANTLE XENOLITHS AND HOST BASALT,LITHOS,2017
"LI, 2016",https://doi.org/10.1016/j.gca.2015.12.032,"LI, H Y; XU, Y-G; RYAN, J G; HUANG, X-L; REN, Z-Y; GUO, H; NING, Z-G",OLIVINE AND MELT INCLUSION CHEMICAL CONSTRAINTS ON THE SOURCE OF INTRACONTINENTAL BASALTS FROM THE EASTERN NORTH CHINA CRATON: DISCRIMINATION OF CONTRIBUTIONS FROM THE SUBDUCTED PACIFIC SLAB,GEOCHIM COSMOCHIM ACTA,2016
"JIANG, 2021",https://doi.org/10.1016/j.lithos.2020.105893,"JIANG, Q; MERLE, R; JOURDAN, F; OLIEROOK, H; CHIARADIA, M; EVANS, K; WANG, X-C; CONWAY, C; BOSTOCK, H; WYSOCZANSKI, R","ORIGIN OF GEOCHEMICALLY HETEROGENEOUS MID-OCEAN RIDGE BASALTS FROM THE MACQUARIE RIDGE COMPLEX, SW PACIFIC",LITHOS,2021
"JENNER, 2012",https://doi.org/10.1029/2011gc004009,"JENNER, F E; ONEILL, H ST C",ANALYSIS OF 60 ELEMENTS IN 616 OCEAN FLOOR BASALTIC GLASSES,GEOCHEM GEOPHYS GEOSYST,2012
"JENNER, 2012",https://doi.org/10.1029/2012GC004088,"JENNER, F E; ARCULUS, R J; MAVROGENES, J A; DYRIW, N; NEBEL, O; HAURI, E H",CHALCOPHILE ELEMENT SYSTEMATICS IN VOLCANIC GLASSES FROM THE NORTHWESTERN LAU BASIN,GEOCHEM GEOPHYS GEOSYST,2012
"FALLOON, 2014",https://doi.org/10.1016/j.tecto.2014.05.007,"FALLOON, T J; MEFFRE, S; CRAWFORD, A J; HOERNLE, K; HAUFF, F; BLOOMER, S H; WRIGHT, D J",CRETACEOUS FORE-ARC BASALTS FROM THE TONGA ARC: GEOCHEMISTRY AND IMPLICATIONS FOR THE TECTONIC HISTORY OF THE SW PACIFIC,TECTONOPHYSICS,2014
"PERFIT, 2013",,"PERFIT, M R; SMITH, M C; WALTERS, R; RIDLEY, W I; FORNARI, D J",COMPILATION OF EAST PACIFIC RISE 9 DEG-10 DEG N BASALT GEOCHEMISTRY,SUBMITTED DATA SET,2013
"FRIEDMAN, 2016",,"FRIEDMAN, E","THE ORIGIN OF MANTLE XENOLITHS IN TERTIARY ALKALINE BASALTS, BRITISH COLUMBIA: IMPLICATIONS FOR CONVERGENT PLATE MARGIN GEODYNAMIC AND PETROGENETIC PROCESSES","THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF  WINDSOR: MONOGRAPHIC",2016
"MUKASA, 2007",https://doi.org/10.1016/j.epsl.2007.05.013,"MUKASA, S B; BLATTER, D L; ANDRONIKOV, A V","MANTLE PERIDOTITE XENOLITHS IN ANDESITE LAVA AT EL PENON, CENTRAL MEXICAN VOLCANIC BELT: ISOTOPIC AND TRACE ELEMENT EVIDENCE FOR MELTING AND METASOMATISM IN THE MANTLE WEDGE BENEATH AN ACTIVE ARC",EARTH PLANET SCI LETT,2007
